,level_0,index,date,time,symbol,open,high,low,close,oi,volume,strikePrice,entryPriceCE,exitPriceCE,gainCE,exitTimeCE,entryPricePE,exitPricePE,gainPE,exitTimePE,StrikeGain
3,368,20893,02-09-2020,15:23:00,NIFTY,11548.65,11553.45,11546.25,11552.2,nan,0,11550,-50.1,46.1,-4,15:29:00,-42.65,41.75,-0.9,15:29:00,245
0,15,985,03-09-2020,09:30:00,NIFTY,11552.1,11554.3,11534.95,11540.8,nan,0,11550,-31.35,0.1,-31.25,15:29:00,-28.3,22.2,-6.1,15:29:00,1867.5
0,15,1046,04-09-2020,09:30:00,NIFTY,11363.5,11364.65,11354,11364.45,nan,0,11350,-131.05,142,10.95,09:50:00,-113.65,102.8,-10.85,15:29:00,-5
1,35,2360,04-09-2020,09:50:00,NIFTY,11394.6,11407.85,11394.6,11403.6,nan,0,11400,-113.1,92.35,-20.75,15:29:00,-121.45,132.15,10.7,14:40:00,502.5
2,325,19458,04-09-2020,14:40:00,NIFTY,11350.05,11350.05,11331.2,11336.5,nan,0,11350,-116.9,118.1,1.2,15:29:00,-107.95,102.8,-5.15,15:29:00,197.5
0,15,1109,07-09-2020,09:30:00,NIFTY,11328.9,11328.9,11316.05,11317.1,nan,0,11350,-86.25,100,13.75,15:29:00,-113.15,126.3,13.15,09:35:00,-1345
1,20,1457,07-09-2020,09:35:00,NIFTY,11309.45,11309.45,11295.6,11297.05,nan,0,11300,-107.05,111.95,4.9,14:09:00,-101.65,54.8,-46.85,15:29:00,2097.5
2,294,17036,07-09-2020,14:09:00,NIFTY,11334.8,11352.1,11332.7,11351.75,nan,0,11350,-84.25,100,15.75,15:29:00,-98.9,116.65,17.75,14:34:00,-1675
3,319,18553,07-09-2020,14:34:00,NIFTY,11302,11302,11288.6,11291.1,nan,0,11300,-94.2,119,24.8,15:14:00,-91.5,54.8,-36.7,15:29:00,595
4,359,21137,07-09-2020,15:14:00,NIFTY,11348.7,11357.3,11348.5,11356.4,nan,0,11350,-88.7,100,11.3,15:29:00,-86,71.85,-14.15,15:29:00,142.5
0,15,984,08-09-2020,09:30:00,NIFTY,11348.8,11350.9,11338.45,11339.4,nan,0,11350,-82.2,101.4,19.2,10:25:00,-85.85,107.05,21.2,15:29:00,-2020
1,70,4266,08-09-2020,10:25:00,NIFTY,11396.15,11406.05,11396.15,11404.3,nan,0,11400,-72.6,34.9,-37.7,15:29:00,-87.4,99,11.6,14:53:00,1305
2,338,18640,08-09-2020,14:53:00,NIFTY,11355.6,11356.35,11345.8,11348.7,nan,0,11350,-78.45,53.6,-24.85,15:29:00,-74.45,102,27.55,15:27:00,-135
3,372,20927,08-09-2020,15:27:00,NIFTY,11301.2,11301.8,11294.35,11295.7,nan,0,11300,-78.4,77.5,-0.9,15:29:00,-76.95,81.2,4.25,15:29:00,-167.5
0,15,971,09-09-2020,09:30:00,NIFTY,11266,11266.65,11249.4,11250.9,nan,0,11250,-70.65,77,6.35,15:29:00,-59.15,78.85,19.7,12:09:00,-1302.5
1,174,9346,09-09-2020,12:09:00,NIFTY,11203.05,11203.65,11192,11195.75,nan,0,11200,-68.6,92.4,23.8,13:35:00,-53.4,14,-39.4,15:29:00,780
2,260,13816,09-09-2020,13:35:00,NIFTY,11245.4,11256.25,11244.85,11253.25,nan,0,11250,-60.6,77,16.4,15:29:00,-50.55,23,-27.55,15:29:00,557.5
0,15,994,10-09-2020,09:30:00,NIFTY,11350.4,11353.9,11341.35,11346.65,nan,0,11350,-22.1,49,26.9,10:55:00,-31.65,0.05,-31.6,15:29:00,235
1,100,5227,10-09-2020,10:55:00,NIFTY,11398.75,11403.05,11398.7,11400.9,nan,0,11400,-18.55,42,23.45,15:12:00,-29,0.05,-28.95,15:29:00,275
2,357,16491,10-09-2020,15:12:00,NIFTY,11445.9,11450.8,11445.9,11450.8,nan,0,11450,-0.75,0.15,-0.6,15:29:00,-9,0.35,-8.65,15:29:00,462.5
0,15,1039,11-09-2020,09:30:00,NIFTY,11490.05,11491.4,11474.9,11474.9,nan,0,11500,-90.5,73.8,-16.7,15:29:00,-113.6,126.65,13.05,09:41:00,182.5
1,26,1736,11-09-2020,09:41:00,NIFTY,11464.25,11464.6,11445.25,11446.55,nan,0,11450,-107.05,99.9,-7.15,15:29:00,-103.05,90.05,-13,15:29:00,1007.5
0,15,970,14-09-2020,09:30:00,NIFTY,11548.55,11560.15,11548.55,11557.8,nan,0,11550,-70,34.45,-35.55,15:29:00,-87,95.45,8.45,13:40:00,1355
1,265,13684,14-09-2020,13:40:00,NIFTY,11503.3,11504.3,11493.85,11497,nan,0,11500,-87,51.55,-35.45,15:29:00,-72.4,115,42.6,14:07:00,-357.5
2,292,15140,14-09-2020,14:07:00,NIFTY,11450.4,11452.15,11432.15,11438.25,nan,0,11450,-93.55,73,-20.55,15:29:00,-90.45,108.35,17.9,14:25:00,132.5
3,310,16320,14-09-2020,14:25:00,NIFTY,11412.35,11413,11399.7,11399.7,nan,0,11400,-97.6,105.6,8,14:55:00,-84.15,70.9,-13.25,15:29:00,262.5
4,340,18171,14-09-2020,14:55:00,NIFTY,11437.3,11450.5,11436.8,11450.5,nan,0,11450,-78.15,73,-5.15,15:29:00,-90,93.5,3.5,15:29:00,82.5
0,15,880,15-09-2020,09:30:00,NIFTY,11492.8,11493.2,11484.55,11485.15,nan,0,11500,-61.75,76.3,14.55,15:29:00,-84.95,95.15,10.2,10:45:00,-1237.5
1,90,4652,15-09-2020,10:45:00,NIFTY,11458.65,11458.8,11447.6,11449.95,nan,0,11450,-80.9,91.2,10.3,09:33:00,-70.95,33.45,-37.5,15:29:00,1360
2,18,1049,15-09-2020,09:33:00,NIFTY,11491.35,11502.15,11491.35,11500.3,nan,0,11500,-63.4,76.3,12.9,15:29:00,-82.4,49.45,-32.95,15:29:00,1002.5
0,15,862,16-09-2020,09:30:00,NIFTY,11529.6,11537.15,11529.6,11536.65,nan,0,11550,-40.9,67.35,26.45,14:31:00,-67.5,20.05,-47.45,15:29:00,1050
1,316,14755,16-09-2020,14:31:00,NIFTY,11600,11603.75,11597.85,11603.05,nan,0,11600,-38.5,44.3,5.8,15:29:00,-49.55,36.75,-12.8,15:29:00,350
0,15,918,17-09-2020,09:30:00,NIFTY,11559.3,11568.75,11559.3,11564.1,nan,0,11550,-25,0.05,-24.95,15:29:00,-32.25,33.55,1.3,15:29:00,1182.5
0,15,1036,18-09-2020,09:30:00,NIFTY,11558.8,11563.95,11557.25,11558.95,nan,0,11550,-103.55,75.9,-27.65,15:29:00,-99.1,105.8,6.7,14:22:00,1047.5
1,307,18157,18-09-2020,14:22:00,NIFTY,11509.5,11517,11493.7,11494.75,nan,0,11500,-114.05,103.25,-10.8,15:29:00,-84.75,84.45,-0.3,15:29:00,555
0,15,1002,21-09-2020,09:30:00,NIFTY,11519.15,11523.75,11517.75,11520.6,nan,0,11500,-90.65,17.9,-72.75,15:29:00,-79.15,114.85,35.7,13:05:00,1852.5
1,230,14071,21-09-2020,13:05:00,NIFTY,11456.15,11458.15,11448.25,11449.15,nan,0,11450,-89.1,25.65,-63.45,15:29:00,-89.7,117.15,27.45,13:46:00,1800
2,271,16825,21-09-2020,13:46:00,NIFTY,11404.9,11406.05,11392.45,11397.7,nan,0,11400,-96.7,36.8,-59.9,15:29:00,-92.1,110.15,18.05,14:08:00,2092.5
3,293,18401,21-09-2020,14:08:00,NIFTY,11363.8,11363.9,11348.25,11349.75,nan,0,11350,-105.6,52.45,-53.15,15:29:00,-86,115.1,29.1,14:15:00,1202.5
4,300,18957,21-09-2020,14:15:00,NIFTY,11318.15,11320.4,11291.7,11294.1,nan,0,11300,-115.85,71.95,-43.9,15:29:00,-92.15,117.95,25.8,15:16:00,905
5,361,23942,21-09-2020,15:16:00,NIFTY,11255.4,11256.35,11246.5,11247.25,nan,0,11250,-108.4,96.05,-12.35,15:29:00,-93.95,113.15,19.2,15:29:00,-342.5
0,15,1166,22-09-2020,09:30:00,NIFTY,11187.7,11187.7,11164.75,11165,nan,0,11200,-98.8,55,-43.8,15:29:00,-95.65,110.35,14.7,09:33:00,1455
1,18,1423,22-09-2020,09:33:00,NIFTY,11164.2,11164.2,11144.6,11146.15,nan,0,11150,-118.4,81.85,-36.55,15:29:00,-87.6,121.55,33.95,09:49:00,130
2,34,2714,22-09-2020,09:49:00,NIFTY,11104.15,11105,11089.5,11096.7,nan,0,11100,-115.75,126.8,11.05,10:02:00,-97.1,37.75,-59.35,15:29:00,2415
3,47,3763,22-09-2020,10:02:00,NIFTY,11141.5,11154.25,11141.4,11154.1,nan,0,11150,-97.4,115.85,18.45,10:29:00,-98.6,54.65,-43.95,15:29:00,1275
4,74,5743,22-09-2020,10:29:00,NIFTY,11193.85,11204.3,11192.9,11204.3,nan,0,11200,-87.85,55,-32.85,15:29:00,-93.2,110,16.8,11:00:00,802.5
5,105,7905,22-09-2020,11:00:00,NIFTY,11155.1,11155.1,11146,11146.65,nan,0,11150,-99.15,111.45,12.3,12:39:00,-84.95,54.65,-30.3,15:29:00,900
6,204,14731,22-09-2020,12:39:00,NIFTY,11196.6,11201.25,11193.7,11201.25,nan,0,11200,-82.4,55,-27.4,15:29:00,-90.15,101.6,11.45,14:14:00,797.5
7,299,21353,22-09-2020,14:14:00,NIFTY,11157.85,11158,11145.95,11147.9,nan,0,11150,-92.75,81.85,-10.9,15:29:00,-78.95,54.65,-24.3,15:29:00,1760
0,15,1098,23-09-2020,09:30:00,NIFTY,11233.45,11233.45,11221.15,11225.5,nan,0,11250,-45.3,11.65,-33.65,15:29:00,-70.7,82.6,11.9,09:49:00,1087.5
1,34,2433,23-09-2020,09:49:00,NIFTY,11207.9,11207.9,11195.8,11198.55,nan,0,11200,-62.65,23.2,-39.45,15:29:00,-56.6,85.5,28.9,12:03:00,527.5
2,168,10893,23-09-2020,12:03:00,NIFTY,11154.05,11154.05,11143.65,11147.65,nan,0,11150,-63.5,44.6,-18.9,15:29:00,-56.05,79.25,23.2,12:46:00,-215
3,211,13815,23-09-2020,12:46:00,NIFTY,11104.5,11104.5,11095.7,11097.05,nan,0,11100,-64.25,74.95,10.7,15:29:00,-53.35,76.1,22.75,13:51:00,-1672.5
4,276,18404,23-09-2020,13:51:00,NIFTY,11052.25,11052.8,11039.05,11043.55,nan,0,11050,-61.2,82,20.8,14:31:00,-50,16.5,-33.5,15:29:00,635
5,316,21424,23-09-2020,14:31:00,NIFTY,11091.3,11106.4,11090.7,11102,nan,0,11100,-51.9,74.95,23.05,15:29:00,-49.25,28.5,-20.75,15:29:00,-115
0,15,1238,24-09-2020,09:30:00,NIFTY,10971.25,10977.2,10969.9,10971.1,nan,0,10950,-51.1,59.75,8.65,09:41:00,-29.8,144.95,115.15,15:29:00,-6190
1,26,2032,24-09-2020,09:41:00,NIFTY,10993.7,11000.65,10993.7,11000.65,nan,0,11000,-31.8,0.15,-31.65,15:29:00,-43.65,59.5,15.85,10:26:00,790
2,71,5138,24-09-2020,10:26:00,NIFTY,10957.5,10957.5,10943.8,10944.2,nan,0,10950,-38.35,0.1,-38.25,15:29:00,-29.7,59.9,30.2,12:25:00,402.5
3,190,12764,24-09-2020,12:25:00,NIFTY,10901.3,10901.3,10890.25,10896.2,nan,0,10900,-33,50.25,17.25,13:17:00,-29.45,95,65.55,15:29:00,-4140
4,242,15904,24-09-2020,13:17:00,NIFTY,10943.9,10953.75,10942.05,10951.5,nan,0,10950,-20,0.1,-19.9,15:29:00,-31.55,53.95,22.4,13:55:00,-125
5,280,18125,24-09-2020,13:55:00,NIFTY,10903.2,10903.2,10896.8,10898.8,nan,0,10900,-22.4,0.1,-22.3,15:29:00,-20.65,41.75,21.1,14:37:00,60
6,322,20831,24-09-2020,14:37:00,NIFTY,10859.25,10859.25,10844.2,10846.35,nan,0,10850,-20.95,0.15,-20.8,15:29:00,-8.85,47.95,39.1,15:12:00,-915
7,357,23199,24-09-2020,15:12:00,NIFTY,10801.2,10801.8,10794.4,10798.9,nan,0,10800,-5.55,5.3,-0.25,15:29:00,-3.3,0.1,-3.2,15:29:00,172.5
0,15,1149,25-09-2020,09:30:00,NIFTY,10905.1,10907.75,10894.85,10897.25,nan,0,10900,-122,141.9,19.9,12:08:00,-124.3,60.7,-63.6,15:29:00,2185
1,173,11712,25-09-2020,12:08:00,NIFTY,10947.85,10958.3,10947.75,10951.8,nan,0,10950,-112.65,131.85,19.2,12:20:00,-125.15,75.85,-49.3,15:29:00,1505
2,185,12588,25-09-2020,12:20:00,NIFTY,10978,11004.7,10976,11004.7,nan,0,11000,-103.95,127.9,23.95,14:40:00,-134.95,94.75,-40.2,15:29:00,812.5
3,325,21834,25-09-2020,14:40:00,NIFTY,11039.7,11061.55,11039.7,11057.8,nan,0,11050,-100.2,89.85,-10.35,15:29:00,-121.2,116.7,-4.5,15:29:00,742.5
0,15,1061,28-09-2020,09:30:00,NIFTY,11119.3,11126.8,11119.3,11125.35,nan,0,11100,-97,111.05,14.05,09:37:00,-84.75,33.05,-51.7,15:29:00,1882.5
1,22,1556,28-09-2020,09:37:00,NIFTY,11146.7,11154.4,11146.65,11153,nan,0,11150,-84,117.8,33.8,11:26:00,-98.55,45.4,-53.15,15:29:00,967.5
2,131,8367,28-09-2020,11:26:00,NIFTY,11197.65,11207.2,11197.55,11204.2,nan,0,11200,-88,94,6,15:29:00,-88.8,62.05,-26.75,15:29:00,1037.5
0,15,966,29-09-2020,09:30:00,NIFTY,11287.4,11287.4,11275.1,11280.45,nan,0,11300,-57.35,29.85,-27.5,15:29:00,-82.9,95.2,12.3,09:36:00,760
1,21,1345,29-09-2020,09:36:00,NIFTY,11260.95,11260.95,11247.75,11249.35,nan,0,11250,-73.65,51.3,-22.35,15:29:00,-69.5,98.9,29.4,11:07:00,-352.5
2,112,6529,29-09-2020,11:07:00,NIFTY,11202.45,11202.45,11193.35,11196.3,nan,0,11200,-72.35,90.45,18.1,13:54:00,-72.9,51.1,-21.8,15:29:00,185
3,279,15341,29-09-2020,13:54:00,NIFTY,11242.75,11253.8,11240.6,11253,nan,0,11250,-62.05,51.3,-10.75,15:29:00,-75.3,73.25,-2.05,15:29:00,640
0,15,908,30-09-2020,09:30:00,NIFTY,11210.6,11213.5,11204.3,11213.5,nan,0,11200,-61.3,67.75,6.45,10:29:00,-58.75,32.2,-26.55,15:29:00,1005
1,74,4222,30-09-2020,10:29:00,NIFTY,11231.15,11269.6,11231.15,11253.85,nan,0,11250,-40.4,35.6,-4.8,15:29:00,-71.25,53.05,-18.2,15:29:00,1150
0,15,990,01-10-2020,09:30:00,NIFTY,11376.5,11377.8,11369.85,11375.15,nan,0,11400,-14.55,17.2,2.65,15:29:00,-48,0.05,-47.95,15:29:00,2265
0,15,979,05-10-2020,09:30:00,NIFTY,11527.9,11535.75,11527.15,11530.85,nan,0,11550,-73.9,63,-10.9,15:29:00,-107.05,113.45,6.4,12:59:00,225
1,224,12457,05-10-2020,12:59:00,NIFTY,11508.05,11508.7,11491.35,11495.25,nan,0,11500,-87.5,89.25,1.75,15:29:00,-88.2,76.05,-12.15,15:29:00,520
0,15,922,06-10-2020,09:30:00,NIFTY,11586,11589.2,11577.55,11579.25,nan,0,11600,-57.65,86.5,28.85,15:00:00,-85.25,38.55,-46.7,15:29:00,892.5
1,345,17133,06-10-2020,15:00:00,NIFTY,11644.15,11658.85,11644.15,11656.95,nan,0,11650,-56.4,69.05,12.65,15:29:00,-66.85,57.5,-9.35,15:29:00,-165
0,15,913,07-10-2020,09:30:00,NIFTY,11644.4,11646.9,11641.5,11646.25,nan,0,11650,-51.95,79.25,27.3,09:45:00,-66.55,18.9,-47.65,15:29:00,1017.5
1,30,1790,07-10-2020,09:45:00,NIFTY,11684.55,11701.85,11684.55,11700.75,nan,0,11700,-50.95,73.95,23,14:16:00,-70.65,30.95,-39.7,15:29:00,835
2,301,15905,07-10-2020,14:16:00,NIFTY,11740.65,11752.6,11740.05,11751.65,nan,0,11750,-44.65,47.95,3.3,15:29:00,-56.65,49.75,-6.9,15:29:00,180
0,15,1004,08-10-2020,09:30:00,NIFTY,11865,11866.5,11860.45,11862.6,nan,0,11850,-32.2,54.95,22.75,13:47:00,-27.35,15.35,-12,15:29:00,-537.5
1,272,13345,08-10-2020,13:47:00,NIFTY,11897.45,11905.7,11897.45,11903.45,nan,0,11900,-17.7,0.05,-17.65,15:29:00,-15.9,30.6,14.7,13:56:00,147.5
2,281,13797,08-10-2020,13:56:00,NIFTY,11872.2,11872.2,11835.05,11840.75,nan,0,11850,-36.3,0.05,-36.25,15:29:00,-8,41.85,33.85,14:35:00,120
3,320,15837,08-10-2020,14:35:00,NIFTY,11808.25,11809.1,11791.15,11791.7,nan,0,11800,-21.3,34.6,13.3,15:29:00,-11.4,0.1,-11.3,15:29:00,-100
0,15,971,09-10-2020,09:30:00,NIFTY,11865.15,11868.35,11855.9,11855.9,nan,0,11850,-131.45,137,5.55,11:04:00,-114,76.9,-37.1,15:29:00,1577.5
1,109,6708,09-10-2020,11:04:00,NIFTY,11896.55,11901.6,11895.45,11901.6,nan,0,11900,-108.6,134,25.4,15:29:00,-117.45,95.4,-22.05,15:29:00,-167.5
0,15,1090,12-10-2020,09:30:00,NIFTY,11996.7,11996.7,11985,11987.7,nan,0,12000,-100,73.65,-26.35,15:29:00,-108.9,128.8,19.9,11:06:00,322.5
1,111,6803,12-10-2020,11:06:00,NIFTY,11958.8,11959.15,11949.1,11949.95,nan,0,11950,-115.5,95.9,-19.6,15:29:00,-104.35,134,29.65,13:19:00,-502.5
2,244,14304,12-10-2020,13:19:00,NIFTY,11902.15,11902.75,11888.05,11889.2,nan,0,11900,-114.7,122.25,7.55,15:29:00,-109.65,85.15,-24.5,15:29:00,847.5
0,15,935,13-10-2020,09:30:00,NIFTY,11929.2,11930.55,11922.55,11927.35,nan,0,11950,-83.5,73.45,-10.05,15:29:00,-113.7,105,-8.7,13:06:00,937.5
1,231,12458,13-10-2020,13:06:00,NIFTY,11907.1,11907.1,11896.5,11897.65,nan,0,11900,-95.6,117.6,22,12:13:00,-80.3,64.5,-15.8,15:29:00,-310
2,178,9674,13-10-2020,12:13:00,NIFTY,11954.45,11955.1,11951.5,11952.25,nan,0,11950,-89.45,73.45,-16,15:29:00,-88.4,88.25,-0.15,15:29:00,807.5
0,15,956,14-10-2020,09:30:00,NIFTY,11895.4,11895.4,11885.2,11886.05,nan,0,11900,-60.35,97.45,37.1,15:29:00,-73.75,91.95,18.2,09:43:00,-2765
1,28,1759,14-10-2020,09:43:00,NIFTY,11852.55,11853.8,11847.15,11849.6,nan,0,11850,-71.35,75.6,4.25,14:21:00,-65.25,14.35,-50.9,15:29:00,2332.5
2,306,16061,14-10-2020,14:21:00,NIFTY,11887.2,11903.15,11887.2,11901.15,nan,0,11900,-48.65,86.85,38.2,14:56:00,-63.3,25.15,-38.15,15:29:00,-2.5
3,341,18107,14-10-2020,14:56:00,NIFTY,11946.8,11961.35,11946.8,11961.2,nan,0,11950,-56.9,65.45,8.55,15:29:00,-51.5,43,-8.5,15:29:00,-2.5
0,15,959,15-10-2020,09:30:00,NIFTY,11940.6,11940.6,11928.45,11933,nan,0,11950,-26.55,0.05,-26.5,15:29:00,-43.85,51.1,7.25,11:32:00,962.5
1,137,7124,15-10-2020,11:32:00,NIFTY,11913.65,11914.45,11898.2,11898.65,nan,0,11900,-41.1,0.1,-41,15:29:00,-23.35,52.85,29.5,13:09:00,575
2,234,11556,15-10-2020,13:09:00,NIFTY,11856.05,11857.55,11849.35,11849.75,nan,0,11850,-30.15,0.1,-30.05,15:29:00,-21.85,50.25,28.4,13:50:00,82.5
3,275,13644,15-10-2020,13:50:00,NIFTY,11803.35,11803.35,11788.4,11795,nan,0,11800,-27.75,0.1,-27.65,15:29:00,-19.65,47.95,28.3,14:09:00,-32.5
4,294,14699,15-10-2020,14:09:00,NIFTY,11756.3,11757.55,11743.3,11745.95,nan,0,11750,-28.55,0.05,-28.5,15:29:00,-17.5,45.95,28.45,15:05:00,2.5
5,350,17751,15-10-2020,15:05:00,NIFTY,11701.95,11701.95,11688.7,11689.55,nan,0,11700,-9.75,0.05,-9.7,15:29:00,-5.4,19.8,14.4,15:29:00,-235
0,15,1088,16-10-2020,09:30:00,NIFTY,11748.2,11769.3,11747.65,11769.3,nan,0,11750,-122.2,116,-6.2,15:29:00,-120.75,145.2,24.45,09:52:00,-912.5
1,37,2558,16-10-2020,09:52:00,NIFTY,11710.85,11710.85,11691.6,11692.25,nan,0,11700,-134.7,145.25,10.55,10:48:00,-121.6,76,-45.6,15:29:00,1752.5
2,93,6163,16-10-2020,10:48:00,NIFTY,11744.4,11762.85,11744.4,11756.95,nan,0,11750,-116.5,116,-0.5,15:29:00,-123.25,140.8,17.55,11:45:00,-852.5
3,150,9561,16-10-2020,11:45:00,NIFTY,11707.5,11708.05,11696.6,11697.9,nan,0,11700,-129.5,150.05,20.55,12:05:00,-117.3,76,-41.3,15:29:00,1037.5
4,170,10789,16-10-2020,12:05:00,NIFTY,11748.15,11759.45,11748.15,11757,nan,0,11750,-121,116,-5,15:29:00,-111.3,96.45,-14.85,15:29:00,992.5
0,15,1054,19-10-2020,09:30:00,NIFTY,11833.7,11839.3,11825.9,11827.75,nan,0,11850,-87.95,107.8,19.85,15:29:00,-100.65,63.05,-37.6,15:29:00,887.5
0,15,972,20-10-2020,09:30:00,NIFTY,11902.8,11920.5,11902.2,11917.9,nan,0,11900,-80.8,79.65,-1.15,15:29:00,-86.2,81.45,-4.75,15:29:00,295
0,15,961,21-10-2020,09:30:00,NIFTY,11996.55,11999.75,11995.35,11996.65,nan,0,12000,-53.75,26.15,-27.6,15:29:00,-64.35,83.95,19.6,13:20:00,400
1,245,13027,21-10-2020,13:20:00,NIFTY,11951.6,11951.6,11928.2,11936.95,nan,0,11950,-57.85,46.3,-11.55,15:29:00,-56.35,85.2,28.85,13:30:00,-865
2,255,13634,21-10-2020,13:30:00,NIFTY,11909.4,11909.7,11878.3,11879.15,nan,0,11900,-66.1,74,7.9,15:29:00,-59.5,102.85,43.35,13:36:00,-2562.5
3,261,14051,21-10-2020,13:36:00,NIFTY,11853.6,11853.6,11835.6,11841.3,nan,0,11850,-68.45,110.35,41.9,15:29:00,-76.1,91.4,15.3,14:15:00,-2860
4,300,16517,21-10-2020,14:15:00,NIFTY,11804.8,11807.5,11796.95,11797.4,nan,0,11800,-63.85,72.15,8.3,14:45:00,-65.15,13.4,-51.75,15:29:00,2172.5
5,330,18523,21-10-2020,14:45:00,NIFTY,11834.05,11855.1,11833.1,11855.1,nan,0,11850,-46.3,76.3,30,14:51:00,-71.7,20.7,-51,15:29:00,1050
6,336,18897,21-10-2020,14:51:00,NIFTY,11889.45,11903.2,11889.4,11900.4,nan,0,11900,-49.4,73.45,24.05,15:12:00,-60.05,33.85,-26.2,15:29:00,107.5
7,357,20237,21-10-2020,15:12:00,NIFTY,11939.1,11954.45,11937.45,11953.6,nan,0,11950,-45.5,46.3,0.8,15:29:00,-59.75,56.45,-3.3,15:29:00,125
0,15,994,22-10-2020,09:30:00,NIFTY,11901.2,11901.2,11878.1,11884.45,nan,0,11900,-41.9,0.1,-41.8,15:29:00,-49.65,70.85,21.2,12:43:00,1030
1,208,10582,22-10-2020,12:43:00,NIFTY,11852.6,11853.2,11845.65,11849.2,nan,0,11850,-39.9,53,13.1,12:57:00,-43.3,0.05,-43.25,15:29:00,1507.5
2,222,11266,22-10-2020,12:57:00,NIFTY,11877.35,11907.6,11876.3,11900.85,nan,0,11900,-24.65,0.1,-24.55,15:29:00,-48.55,49.45,0.9,14:37:00,1182.5
3,322,16246,22-10-2020,14:37:00,NIFTY,11857.5,11857.85,11843.85,11847.8,nan,0,11850,-24.25,45,20.75,15:15:00,-19.3,0.05,-19.25,15:29:00,-75
4,360,18176,22-10-2020,15:15:00,NIFTY,11896.7,11900.6,11896.05,11900.6,nan,0,11900,-1.95,0.1,-1.85,15:29:00,-6.85,3.4,-3.45,15:29:00,265
0,15,1125,23-10-2020,09:30:00,NIFTY,11956.25,11961.05,11949.65,11952.05,nan,0,11950,-116.6,92,-24.6,15:29:00,-108.05,106.15,-1.9,15:29:00,1325
0,15,1137,26-10-2020,09:30:00,NIFTY,11899.65,11899.9,11889.45,11890.55,nan,0,11900,-92.05,47.75,-44.3,15:29:00,-101.05,127.6,26.55,11:38:00,887.5
1,143,9459,26-10-2020,11:38:00,NIFTY,11855.05,11856.05,11845.5,11847.55,nan,0,11850,-98.55,66.15,-32.4,15:29:00,-101.35,122.25,20.9,12:37:00,575
2,202,13549,26-10-2020,12:37:00,NIFTY,11805.2,11805.4,11790.55,11794.9,nan,0,11800,-103.1,88.8,-14.3,15:29:00,-96.9,130.35,33.45,13:57:00,-957.5
3,282,19343,26-10-2020,13:57:00,NIFTY,11751.4,11751.55,11742.15,11743.2,nan,0,11750,-106.3,116,9.7,15:29:00,-103.6,84,-19.6,15:29:00,495
0,15,1170,27-10-2020,09:30:00,NIFTY,11735.7,11735.7,11723,11729.8,nan,0,11750,-89.75,106.2,16.45,09:45:00,-103.35,33.5,-69.85,15:29:00,2670
1,30,2293,27-10-2020,09:45:00,NIFTY,11785.7,11812.55,11785.7,11809.95,nan,0,11800,-79.5,103.25,23.75,13:10:00,-101.2,46.6,-54.6,15:29:00,1542.5
2,235,15093,27-10-2020,13:10:00,NIFTY,11840.95,11857.05,11840.95,11850.4,nan,0,11850,-75.7,90.8,15.1,15:29:00,-90,64,-26,15:29:00,545
0,15,1085,28-10-2020,09:30:00,NIFTY,11917.4,11919,11905.65,11914.55,nan,0,11900,-75.6,9.25,-66.35,15:29:00,-69.3,93.2,23.9,10:36:00,2122.5
1,81,5233,28-10-2020,10:36:00,NIFTY,11861.65,11861.65,11838.05,11841.6,nan,0,11850,-77,16.9,-60.1,15:29:00,-68,101.4,33.4,12:29:00,1335
2,194,12313,28-10-2020,12:29:00,NIFTY,11798.6,11800.5,11791.6,11798.65,nan,0,11800,-60,29.7,-30.3,15:29:00,-72.1,97.35,25.25,12:50:00,252.5
3,215,13860,28-10-2020,12:50:00,NIFTY,11753,11753.35,11740.2,11742.2,nan,0,11750,-65.8,49.1,-16.7,15:29:00,-69.6,102.15,32.55,14:00:00,-792.5
4,285,18721,28-10-2020,14:00:00,NIFTY,11709.2,11710.6,11697.5,11699.95,nan,0,11700,-63.45,77.45,14,14:43:00,-73.35,49.15,-24.2,15:29:00,510
5,328,21769,28-10-2020,14:43:00,NIFTY,11737.4,11756.6,11736.8,11753.6,nan,0,11750,-51.6,49.1,-2.5,15:29:00,-72.5,73,0.5,15:29:00,100
0,15,1184,29-10-2020,09:30:00,NIFTY,11651.85,11651.85,11635.35,11635.35,nan,0,11650,-46.35,64.5,18.15,10:00:00,-53.1,0.05,-53.05,15:29:00,1745
1,45,3336,29-10-2020,10:00:00,NIFTY,11696.6,11708.9,11696.6,11700.8,nan,0,11700,-37,0.05,-36.95,15:29:00,-53.4,69.2,15.8,13:15:00,1057.5
2,240,15239,29-10-2020,13:15:00,NIFTY,11649,11651.95,11636.4,11636.8,nan,0,11650,-26.6,21.15,-5.45,15:29:00,-35.85,0.05,-35.8,15:29:00,2062.5
0,15,1171,30-10-2020,09:30:00,NIFTY,11717.8,11732.65,11717.8,11727.95,nan,0,11700,-166.55,113.4,-53.15,15:29:00,-162.4,186.35,23.95,11:03:00,1460
1,108,7584,30-10-2020,11:03:00,NIFTY,11659.05,11659.35,11646.6,11647.65,nan,0,11650,-161.3,138.4,-22.9,15:29:00,-161.6,202.95,41.35,11:39:00,-922.5
2,144,10126,30-10-2020,11:39:00,NIFTY,11614.9,11614.9,11591.9,11593.3,nan,0,11600,-172.35,165.6,-6.75,15:29:00,-178.4,219.55,41.15,12:54:00,-1720
